queue properly or are corrupted once finished).,videos download time is slow,0
hulu is the best ads player ever!!,getting ads frequently,0
text,reason,label
one of the worst streaming apps. all newsfeeds are l prp a granda. resume,,
"feature, if you are fortunate enough to locate a show previously, partially",,
"watching, restarts at the beginning again. way too many commercials,",,
nearly every other time fwd or rwd inside a single movie. absolutely poor..,worst app for streaming,1
"i can not access the app, it keeps charging over and over again and",,
nothing.,unable to use app,1
participation from different places & countries is a great experience.,good app for connecting with people,0
omo the app is so awesome. I have been using it to communicate with my,,
"friends who leave far from mee., it is very convenient for long-distance",,
friendship,good for long distance communication,1
i can not access the app.. I have had this problem for 4 years and I am still,,
paying for the subscription. lousy,unable to use app,1
and another thing that i did not like is that they take too long to put on the,,
new movies it is a shame but the application is very good 8.5/10,app is not good,0
sound error has a bit of bidet quality very rare dusuyo and back yukseliyo it,,
is 4,unable to hear audio,0
always glitching. starts next episode before previous one has ended. search,,
function is bad. will not load on phone anymore.,app is crashing while watching videos,0
i have had occasional issues with casting and having the sound cut out,unable to hear audio,0
almost never my episode or movie continues from where i left. and never,,
the ones i finish delete from the row. i have finished the 7th season from a,,
series and still shows me the middle of the second season. i have to,,
remember exactly where i have left everything all the time. not even close,,
to netflix app.,unable to keep track of episodes,0
sticks on mobile downloads do not play offline on tv is awful app.,tv app is bad,1
app rarely starts on my tablet and phone,unable to use app,0
"your app is claiming my android os is outdated, and your app requires",,
"android 5.0 or higher, and my android os is android 11, so fix your app as",,
soon as possible or I will never use your app ever again,unable to update app,0
good but must delete the ads,want to remove ads,1
only used for family and friends meet,good app for conducting online meeting,0
i always hope good things from hulu even now.,app has very good content,0
bad bad bad app,audio quality needs improvement,0
good it just needs to be faster,app is slow compared to other platforms,0
"so far i have not had a problem with the application, and i think it is good.",good quality of sound,0
love to walch all of the movie and tv shows,good for watching movies and serials,1
but i often have to rewatch ads or lose my spot entirely.,getting ads despite paying for subscription,0
i have taken 1 year plan but no one watch the match very useless hotstar,,
"free money is gone, so please do not take any hotstar plan",unable to watch matches with subscription,0
"while watching movies and series - the episodes i downloaded, not related",,
to internet speed- freezes and hangs out. the interface works very slowly. i,,
can not watch it after a while. (samsung galaxy a51),video freezes while playing,1
mobile app is completely useless.,android app is bad,0
you need to improve on the movie option.,need to update with new movies,0
i'm paying for a service here and i can't even record because no one can,,
hear me!,want to record audio when not the host,0
it is a very good app for me in tremendous watching movie,app is good for movies,1
i mean. it is disney,app is good to watch disney content,0
"some marvel movies are not found on the platform such as ""spider-man:",unable to find spiderman movies,1
only have had disney plus app for couple days now,unable to download app,0
they do good job with shows and movies.,good for watching movies and serials,1
one of great impact on so many. adults and children alike!,good for community connections,0
i can not connect from tv or disgrace,unable to watch on smart tv,0
join us tonight at 7pm for our weekly bible study via zoom or facebook live!,good app for conducting online meeting,0
"horrible, downloads do not work anymore.",unable to download,1
anime is my favorite to watch,want anime content,0
do not put your homosexual nonsense in the movies that is stupid,app promotes homosexuality,0
not too bad i can not get into soom,want to login,0
not only to the organisers but also the members who are in the meeting.,good app for conducting online meeting,0
"bluetooth headphones/headsets do not work with the app, and if you try to",,
"use them, your headphones will need to be restarted or reconnected to",,
"work at all. zoom gets them stuck in a ""call mode"" that can not be cancelled.",zoom app is not connected to car bluetooth,0
but that is not the app's fault,unable to use app,0
it is really difficult to use.,app is not easy to use,1
"a lot to offer like single, bundle and live tv deals.",good quality of shows at affordable price,0
text,reason,label
"useless. shows lag constantly or will not even play, it will not allow you to",,
"cast onto your tv or amything. literally the biggest waste of money. and no,",,
it is not an issue with my internet or device because every other streaming,,
service works fine.,video and picture quality is bad,0
"i do not understand people who put less than 4, the app is good, it has a lot",,
"of movies to watch, and they do not charge you so much so 5 stars, do i",,
"recommend a series? ""malcolm in the middle"" or ""malcolm in the middle"" is",,
the same thing but in spanish,app is not good,0
"impossible to access my account on the application, unless i renew my",,
"subscription and therefore pay again, when i already have access to my",,
account on my tv or pc!,unable to access account through the app,1
i can not made my personal meeting.,want to create meetings,0
been unable to watch anything on hulu on this device for months.,unable to use hulu on ios,0
"because of prison break alone, i will always subscribe to disney+. but i also",,
like other titles: /johnny english 2/mr. bean goes on holiday/kevin alone at,,
house/lie to me/bud spencer- terence hill/the simpsons/malcolm in the,,
middle of it/and various documentaries,good for watching movies and serials,0
the button to speed up video and the ability to play in the background,,
should come urgently.,want playback speed control option,1
for people who live in an area without much bandwidth it can help to mute,,
the microphone and the video if you are not speaking.,want to mute participant,0
it is cool but there is nothing else disney movies:v,need to update with new movies,0
my favoriteapp i am not interested but i think it is very happy but jabse,,
dekha tab se ishi app se hi intrest ho gya i like it,good for entertainment,0
and it still does not let it go through the browser.,app is stuck on home page indefinitely,0
what's become clear to me having met a lot of people through zoom and,,
"googleuk hangouts over the last 2 years, is that people seem to think i'm",,
short when they meet me through a screen.,good for connectivity,0
i am not able to sign in or sign up,want to login,0
"excellent,great app for all sports lovers",good app for sports,1
will not even let me download the app! get it together!,unable to download app,1
for instance i watched a two parter and the only have part 1 i would have,,
given five stars if they had all episodes.,unable to sync watched episodes,0
the application is in loading mode samsung galaxy note 10 lite after,,
installation,unable to load the android app,0
more and more commercials being added to streaming services that,,
boasted of no commercials in the beginning days of streaming services.,,
between that and the inconsistent volume and constantly raising prices has,,
had my family considering canceling the service. it is hard to relax enjoy a,,
show when you have to constantly turn the volume up and down because it,,
is so inconsistent. disappointed.,getting ads despite paying for subscription,1
microsoftteams i've also tried just using teams in a browser (google,,
chrome) but it wouldn't connect either.,microsoft teams is better,0
"i was disappointed, and disheartened to find out that disney+ had removed",,
the animated classic anastasia.,want to use disney xd,0
"can not log in using sso in samsung s6 tab lite. after entering password,",,
app does not launch,want to login with sso,0
"without a doubt, it is the worst streaming application, i switched to netflix",,
"and the truth is that i never imagined that it was so slow and ugly, not",,
"recommended, what good is having very good movies if your experience",,
with the application is bad.,worst app for streaming,1
great movie selection..and it is great for time pass it kind of cheap as well,,
wich is good,good quality of shows at affordable price,1
the app loads indefinitely and can not fire up,app keeps loading indefinitely,1
"of course, i forget this when i switch apps and proceed to blast out my tv",,
speakers.,app is crashing while watching videos,0
"I am tired of reinstalling every time, if only it worked after",reinstalling app does not solve the issues,0
and that also applies to downloaded videos.,good app to download videos,0
i clearly remember canceling my subscribing on thier app.,unable to unsubscribe,0
all series and movies in one place,good for watching movies and serials,1
"due to the fact that i could not turn on the sound in the zoom, i missed an",,
important online consultation,want to adjust volume,0
"good app, tp make home malem teros",good app for connecting with people,0
i've processed payments multiple times but you won't upgrade my account,,
neither reach out to me.,want to cancel subscription,0
very bed app i download movies and videos and uotametic delete,unable to download app,0
come on hulu do better.,hulu has become bad,0
it is the best platform in my opinion right now.,best entertainment platform,0
the only downside of it is my phone carrier's connection goes in and out due,,
to the area I am living in.,facing network connection issues,1
text,reason,label
"end of the day, i have like 10 zooms cluttering my browser.",data consumption is high,0
it only happens to me when i use disney+.,unable to connect to disney+,0
great tool for quick meetings.,app is good for meetings,1
the updates are current and makes the app more better and practical!!,latest update is good,1
i also want to talk while watching the facial expressions of the participants.,good for group communication,0
"very good content and also excellent video quality, i like it because you can",,
modify access for the little ones as well as for adults with their content,,
respectively,app is good to watch disney content,0
"and then the other horrible thing about this app is, the movies and tv shows",,
are extremely low sound wise and the commercials are extremely loud.,tv app is bad,1
"for zoom, it can mean signing up, organizing, and holding the first video",,
conference.,good for video conferencing,1
"after the last update, the application only crashes, and it is necessary to",,
close it several times.,app keeps auto closing,0
lousy application. it takes 20 min to charge,facing connection problems with the app,0
i believe there are bugs when you try to enter a meeting room through the,,
link,want to connect using meeting url,0
disney is a great movie app like netflix try it out,app is good to watch disney content,1
easy to chat with friends,good for communication,1
zoom i was hosting a meeting on someone else's account,want to enter meetings,0
so good to use,use it with friends and family,0
this apps is very popular and nice to watch on this apps,good for sports,0
"android app has stopped working. it will open, play the hulu animation, and",,
then the screen is blank. uninstalling and reinstalling does nothing. clearing,,
"cache and data let us me log in and select a profile, but then it is the blank",,
"screen again. works fine on the xbox, but not on android.",unable to use on tablet,0
everytime i open hulu from my phone. i get a blank screen. i have,,
uninstalled and reinstall still same thing. once i logged in the screen goes,,
black still work on my t.v. fix the bug,getting blank screen after launching the app,1
"the app was great until a week ago i delayed payment, which i even made",,
and since then the app only loads on the first home page and does not,,
"even move to the other login page, i do not know what else to do. although i",,
"really like the disney+ streaming content, the only option i have left is to",,
cancel the subscription since I am not having access to the product I am,,
paying for.,unable to download app,0
7-30-22 update: same issue.,unable to open app since the last update,0
"they raise the price of espn+ plus, to watch matches in english, there are",,
"narrators and journalists from espn mexico, no match of the german cup is",,
"in spanish, until the england super cup it seems that the events repeated",,
"without audio in latin spanish, 1 match per month of the bundesliga, are",,
"miserable to put on matches on espn deportes, it is better to withdraw the",,
"cable payment and cancel the espn+ subscription, nor do they bother to put",,
on more football games.,unable to watch espn+,0
"hi, there is a bug that even though its just me and a friend (2 people) the",,
call is limited to 40 mins.,want to conduct meeting for more than 40 minutes,0
zoom please do windows auto update! i love zoom and want it to always be,,
up-to-date loading in the background. agree?,app is better and stable,0
I am going to watch it up. i unsubscribed because I am watching it. it is,,
boring to update a new one,unable to watch on smart tv,0
had a hard time trying to figure out how to work with it,app is not easy to use,0
ads are very irritating. does not make sense to buy subscription and watch,,
ads by consuming my own data,getting ads despite paying for subscription,1
it is nice app but disturbence of ad,too many ads in app,0
the *virtual background* option does not show in the mobile please do fix it,,
it is not at all there in any setting of it..,unable to switch virtual background,1
"please fix, the sound quality is often disturbed buzzing sounds.. so that",,
there are no sounds of interlocutors.,facing sound related issues,1
please provide playback option.,want playback speed control option,0
very clear sound and video.,audio and video quality is good,1
can no longer use!! keeps telling me to update payment method and log,,
back in - have tried multiple times on phone and tv and it will not work so,,
can no longer access.,unable to login,1
i lost my class.,want to connect to classes,0
"my app is not coming in, it just clicks on the home screen.",unable to use app,1
i still don't understand why joining muted and without camera on zoom or,,
googlemeet2 is not a default.,want to connect to zoom,0
but it goes kind of hard until it connects!,unable to connect to the server,0
this app is garbage and so is the service.,app is not good,1
but espn+ stinks except there is a little mma,espn+ is bad,1
text,reason,label
"even after having yearly subscription, this app is showing ads.",getting ads despite paying for subscription,1
"cannot even get to a point where i can log in. after updating my phone,",,
"uninstalling and reinstalling twice, the app still will not let me log in. if i can",,
"not use the app, why bother paying a subscription? waste of my money!",unable to login,1
sometime app is just on loading..,app is not loading,0
will not log in. constant errors. can not even get to where the error code,,
shows,unable to login,1
this is a good movie app no lags,service does not offer many movies,0
it is always needed to be updated,updates are too frequent,0
the app does not work on the phone.,unable to use on phone,1
"it is a great app, it has a better interface compared to its competitors, it is",,
"also understandable! animation, movies, series and more! great!",app is good to watch disney content,0
yeah i am not happy i can not watch it on my phone,unable to use on phone,1
desapointed with the constant advertisement coming again and again. it,,
district from the series we watch.,too many ads in app,0
do not let the app open,unable to use app,1
"zoom is a space where you can connect to others, share ideas, make",,
"plans, and build toward a future limited only by your imagination. as",,
"platinum sponsor of #edutechindo, they will share how their solutions can",,
"help your school or institution, join now:",good for connecting to classes,0
not opening asking gmail gave but even not opening,want to sign in using google,0
i start watching the class and in a few minutes the audio drops and i can not,,
"hear or leave the app anymore, i have to uninstall and install it at all times",,
causing me to miss the class.,want to record audio and video,0
it has a lot of technical flaws,app is poorly made,0
pretty terribly functioning application. pretty frequently throws download,,
errors or will overheat my phone in attempts to download content in the,,
"background, had to manually disable the app the prevent my phone heating",,
"up to where it could cook an egg. also a lot of trash content, not sure it is",,
worth the money honestly.,videos download time is slow,0
most helpfull aap i attend meetings without any intruption,good app for conducting online meeting,0
"i clear data, uninstall and reinstall still will not work.",reinstalling did not work,1
"you paid it, you are out of luck.",do not want to use the app,0
it does not let you use the app throws an endless number of errors should,,
give you a solution,want to use the app,0
"i do not recommend it, discord is better.",discord is better,1
zoom app is not installing plz help me tomorrow my class will start so,want to install app,0
the application does not start,unable to use app,1
"it does not stop loading the application, i already tried everything but",,
"nothing, i hope they fix that error",unable to use app,0
but it just the best app!,good for entertainment,0
i uninstalled this app because as far as i remember i already had a zoom,,
account using my email.,want to access account,0
"overall a good app,, some less tech savvy people have difficulties with",,
navigating it however.,app is not easy to use,1
"when i click ""go ads free"", its show membership exists, but still showing 2-3",,
ads every few minutes.,getting ads despite paying for subscription,1
offline watching does not work. just a waste of my nerves.,unable to play video on android,0
"the best of the pandemic allowed us to maintain contact in real time, our",,
spirituality i do not know weakened thanks for designing this application,good for connectivity,0
"it is disastrous, i think I am going to cancel the subscription because i can",,
not use it outright,want to cancel subscription,1
I have been using this mainly for school during the more crazy parts of the,,
"pandemic, and it was good.",good app for conducting online classes,0
too expensive for plus and streaming quality is terrible.,worst app for streaming,0
this app is bad fix that please,app crashes frequently,0
charging time is unbearably long!,charge time is slow,1
does not work once i sign in.,unable to login,1
this is the only app that i have to turn my tv volume up to 70%.,want an app on smart tv,0
the sound is easy to hear.,audio and video quality is good,0
i love disney +,app is good with lots of shows,0
the app for our phones has been terrible the last 2 days.,app is not good,1
zoom really should let you highlight someone even if their camera is off.,good for communication,0
in realme phone we blur images background but can not in mi phone. very,,
very bad experience from zoom,android version needs virtual background,0
ad time exceed more than video time. everything has a limit.. some add,,
take 1 minute. worst app ever,getting ads frequently,0
text,reason,label
"the ultimate, intuitively incomprehensible application. to tear out the hands",,
of programmers.,app is bad for work,0
great tool for conference calls,good app for conducting conference calls,1
"i tend to sleep while watching videos, and it just keeps going on and on.",unable to play videos,0
cannot even watch anymore just keeps loading,unable to play videos,1
"and, how do we add contacts that were blocked and removed through our",,
tab and phone?,want to add contacts,1
download does not work in offline mode.,unable to play videos,0
app stopped working on samsung s21,app does not work on samsung devices,1
the zoom can not be applied already in the update but still error is broken,,
this application,want to update zoom app,0
awesome app mavel star wars disney tv show and movies,app is good to watch disney content,1
I have called many times and was told my wifi is the blame.,unable to use the app on wifi,0
disney+ does not work for me log in i put on a movie and it did not work it,,
just kept loading i checked my internet deleted and reinstalled disney+ and,,
it is still the same i ask another member of my family and him if he grabs,,
him i do not know what happened it only works for me on television,unable to connect to disney+,1
do not subscribe for a year because they will deduct the annual fee every,,
month.,unauthorised charges after cancelling subscription,0
"super meetings, i like webinars!",good app for conducting webinars,0
stays on a blue screen no matter how long you wait.,facing blue screen issue,1
nice app but givimg 4 only because it takes me 20 mins to download and it,,
does not work that fast if I have to leave i can not becuase the functions,,
does not work pls solve the problem,downloading the app is time consuming,1
app crashes or loads content without sound.,app crashes after opening content,1
"but when i tried other applications, i realized that the program had an error.",app has many errors,0
"profgalloway first thing i do in every zoom call is ""hide self view"".",camera switches off automatically,0
"it is also a very good app that can be used to chat with your friends, but",,
lately i had a problem and that is that when I am in classes they vote for me,,
"on zoom, i hope they can fix it, but it is a very good app, i recommend them",,
to everyone,good app for conducting online meeting,0
"they have not responded to emails, and still can not use the app.",unable to use app,1
"we love disney, but my kids are getting tired of being disappointed.",disney plus is bad,0
app does not work with chromecast.,unable to stream on chromecast,1
"the last time i used it on my cell phone, that worked well for me 2 months",,
"ago, but before i tried to open the app, it did not even answer me, i went to",,
update and then try again and nothing.,reinstalling app does not solve the issues,0
7.99 is to much for this i have hulu I am not paying 7.99 and up for this.,hulu subscription is expensive,1
"i love this streaming, my childhood in one place",good for streaming,1
"is somewhat outdated, there are many series that cable later than the app!",missing some episodes and seasons,0
"totally useless, cannot even get the app to open.",unable to use app,1
adjustment to the tv is both a hassle but in general good.,want an app on smart tv,0
but i think they will come little by little because there were no spider-man,,
movies when they first arrived,want spiderman movies,0
my zoom emojis are not at all working from the 6months. and it was,,
unlimited before. now only 40 minutes can continue the meeting. it is,,
becoming really very bad app.,meeting gets disconnected,0
it has a lot of features,,
1. it has a interface for video conferencing,,
2. it also has a whiteboard feature within the video conferencing application,,
that helps customers discuss thoughts and use it as a thinking board,,
3. i find it particularly useful to schedule calls using outlook and integrating it,,
with my zoom,good for video conferencing,1
the app just figured it out is a little too much lacking too much!! i wrote in,,
"particular animated films (cars- toy story) yet only because i looked at them,",,
why do not it open as dubbing when i downloaded it? . in-app is very,,
crackling and is irrelevant from the phone. brightness setting needs to,,
"come, some series episodes are not downloading. increasing content is",,
also a must. netflix can not pass right now. need a draw order,facing connection problems with the app,0
i experience zoom very baadly because when ever i connect to my class,,
just show preparing meeting.,meeting gets disconnected,0
i thought third time's the charm but unfortunately hulu still sucks i would not,,
recommend anyone i know to use it.,hulu has become bad,1
still not working on my xiaomi 10 t pro.,unable to use on huawei,0
i literally just signed up on the app today and it will not work.,unable to create account with the app,1
actually very good platform,app has very good content,0
works well but buffer times are a bit annoying,app is slow and buffers a lot,0
disney plus is awesome i would advise any and all to get it,best streaming service,0
text,reason,label
fantastic. i love it,audio and video quality is good,0
no load comes out error 83. and do not let me see anything,unable to play videos,0
"(this does not happen to any other app ""literally"")",unable to use app,0
i am disappointed with this app,app is not good,1
i love the disney app and it so cool i can watch anything,app is good to watch disney content,1
"please, hulu, fix the coding for ipads!!",need to fix bugs on app,0
nice app for school metting but there are worse problems in this app,not perfect for online classes,0
my app will not load at all.,unable to use app,1
"I have had disney+ for almost 1 year, but i have not used it much because I",,
have seen it before,want disney+ subscription,0
clearly the majority of reviews issues are with android operating systems.,android app is bad,0
loving all of the new marvel content!!,good for watching marvel movies,1
"also, you simply just can't set up a payment method in linux, the fields for",,
credit card/paypal are broken.,want to enter card information,0
nothing loads and nothing plays on the app,facing connection problems with the app,1
jeffreykubiak @zoom thank you so much!,good app for connecting with people,0
"take timestamped notes, add tags, & access your interview guide - all within",,
zoom.,good for communication,0
"speaking of downloads, half the time i can not even watch downloaded",,
movies or shows because that makes sense.,unable to play offline videos,1
(paid by netflix) i hate disney plus,want to cancel subscription,0
a perfect app for my kids and perfect for me! lots of good movies!,app is good for movies,1
"some films premiering on disney+ abroad are not showing on the app,",,
despite announcements of the same release time.,unable to watch select content on disney+,1
am disappointed for the fact that you limit us to 40 min.,want to conduct meeting for more than 40 minutes,0
despite the update of samsung and the update of the disney+ app,mobile app is bad,0
love seeing all the old movies of disney and sharing them with my,,
grandkids,good for watching childhood movies,0
"i'm always happy to zoom with your class, too!",good app for conducting online classes,0
"zoom download error, it does not allow me to install the program package",,
"on my huawei cell phone, how strange.",want to download zoom app,0
"the browser is clunkier on a tablet, though.",app is slow compared to other platforms,0
the interface has been getting better and more user friendly.,need to improve user interface,0
the app is very good,good app for conducting calls,0
"the app is very slow, it crashes a lot, it takes a long time to download a",,
"movie and now that i want to watch it, it just says that there is a problem",,
and that i try later.,unable to view all movies,0
there are always problems with updates,want to update zoom app,0
maybe an app update will solve the issue as i do not currently require a,,
firmware update.,unable to connect to internet,0
i think it is a nice app but the newcomer's updates have broken the job,want to update zoom app,0
zoom should have a facial recognition feature that automatically mutes you,,
when it looks like you're going to sneeze. or hand gesture recognition for,,
mute/unmute.,want to mute other people,0
need a very serious update!,recent update is bad,0
i / am not able to speak when i open audio in zoom and how do i go to,,
zoom device settings and set it right so that i can speak when i am opening,,
audio,sound stopped working,0
whiteboard not working in mobile.,want to share whiteboard from iphone,0
it is not a good application in terms of quality and there are many,,
applications that are better than it,poor quality of the application,1
"it is a very good app and has a lot of versatility, making the visionary very",,
satisfied with the quality of the movies and series!,app is good for movies,1
i can catch up on all my marvel friends as well as star wars.,good for watching star wars and marvel movies,1
fix the subtitles for demon slayer s1 e16! the current one is obvious2for,,
another episode!,unable to view subtitles clearly,0
but for updates we use email and instant messaging if there is unavailability,,
for calls.,facing network connection issues,0
i get logged in when i never use this app,getting auto logged out frequently,0
"i know these things are very difficult, maybe you will not even consider it but",,
"we are a generation that has watched disney for free to date, left that",,
although i want to watch paid i can not watch it because i do not have a,,
"credit/debit card. i think the app is just for the disney section (fx, national",,
etc. except) you should bring the ability to create a free and advertised,,
"profile, those who pay fees watch unlimited and ad-free, those who do not",,
pay watch limited and advertised just as if they were a tv channel. this,,
allows you to reach more audiences.,unable to play videos,0
text,reason,label
great app for live and watch whatever you want shows i would recommend,,
this app to anyone who wants to watch almost every channel.,good for watching movies and serials,0
"not playing videos from 2 days, it is showing error pl1001 what is that",unable to play videos,1
"unfortunately, multitasking does not work properly. during a meeting with",,
"the camera switched on, my video always stops when i use another app at",,
the same time.,video sending pauses during multitasking,1
i love that documents can already be shared in the chat and the whiteboard,,
is excellent.,good app for conducting online meeting,0
I am not getting virtual background,unable to switch virtual background,1
7/27 update] chat party (knowledge is born from small talk) @zoom,good for communication,0
I am unable to watch anything on it,unable to play videos,1
I am questioning my descision to continue paying for my subscription of,,
disney will pull animated films off of there streaming without a warning.,want to cancel subscription,0
"i can not login at all to run the app, it will not even pull up to login. it just",,
keeps running the it is working circle ut no progress. loved it when it worked,unable to use app,1
i am very happy with zoom video meeting app or software because of zoom,,
has very user friendly software easy to connect & the server of zoom is very,,
good no laging.,good for video conferencing,1
"none of my video effects are working, it just freezes and glitches and does",,
not fix. help and please fix.,audio quality is bad,0
"one of the best communication networks, it shows everything in real time",,
without filters.,good for communication,1
it consume so much data.,data consumption is high,1
paul__walsh @zoom i have done the update hundreds of times. it won't,,
make you late unless you are late already. be five minutes early and it will,,
always be ready on time. personally i get your point. but i am totally with the,,
way zoom is doing it. keeps the whole system working way better.,want update notifications in advance,0
i love disney+ but please please add an option to delete shows/movies from,,
your watch history.,want to remove shows from watchlist,1
smart tv also does not work. i wrote on every platform they did not even,,
care. you can not even walk past netflix. your content is also small and the,,
quality is poor.,unable to watch on smart tv,1
"also, the app no longer connects to disney+ on my galaxy and fire tablet.",unable to connect to disney+,1
its good but sometimes there is bug i need to restart it before using it,facing network connection issues,0
10 seconds forward i do it then even the loading round comes out,loading time is slow,0
it interrupts and does not start anymore.,sound stopped working,0
where is the sound? why do you need this app?,good quality of sound,0
otherwise good streaming service,good for streaming,1
however it has now become one of my most used entertainment apps.,good for entertainment,1
why the app update depends on the meeting host. this makes it difficult to,,
update our,keeps asking for updating the app when joining a meeting,0
"it will not let me subscribe, i do not see the option.",want to use subscription,0
the app does not work at all on android,unable to load the android app,1
"an incredible amount of fantastic movies and series but the app is weak, not",,
everything works as it should.,app is not good,1
"[?] this new version has a lot of drawbacks, this is the third meeting that you",,
can not enter.,want to access settings after joining meeting,0
"one other thing, do not use hulu or other stream services on the nintendo",,
switch.,unable to watch on tv,0
"i find the pin feature really good in particular, but that is also one of my",,
problems with the app; the interface for entering a pin does not really look,,
perfect and quite cheap and it is confusing in which place you enter a,,
number right now.,getting incorrect pin error,0
this is rather frustrating since i use the mobile apps alot as well.,unable to use on phone,0
problem with audio that does not work,sound stopped working,1
very frustrating that you have to watch summary and intro over and again.,unable to get next episode button,0
subtitled audio en ningles,subtitles are bad,0
buy the subscription but too many ad why..,getting ads despite paying for subscription,1
"it a great app just wish it have mini player view, i know it is great watching",,
full screen but sometimes i want to reply to my friend seeing the whole,,
message,good for watching sports and movies,0
it does not load the application. impossible to enter.,facing connection problems with the app,1
it has helped us to lower our office cost as people who are working from,,
home are able to connect and collaborate in real time.,good app for remote meetings,0
one of the best live tv apps ever i have cheap internet and it still do not,,
buffer,video keeps buffering,0
"without stopping on the phone, whether android or apple, in short, i cancel",,
my subscription right now.,unable to unsubscribe,0
text,reason,label
when i watch episode i do not want to watch ending captions i want to press,,
"next episode like in netflix, amazon.",unable to get next episode button,0
"as l look through the revews, I have notice many issues with movies apps.",,
"live streaming and movies apps, need some serious improvements. all the",,
"movies apps could provide better, especially the prices on these apps. let",,
"us be better than stupid cable. i was thinking about hulu, but not anymore.",app is not good,0
feature request for zoom: i'd love the ability to pin a link to chat or,,
somewhere visible in the video window.,good for video conferencing,0
i do not have the option on my cell phone.,want to add mobile phone,0
gotten better with over the years content wise but if you keep raising the,,
price I am not sticking around to pay it.,getting ads despite paying for subscription,0
in-app is very crackling and is irrelevant from the phone.,android app is bad,0
"look, deeply disappointed with this app. maybe because of the name disney",,
has i sincerely expected more.,app is not good,1
"if they do not renew the orville, I am cancelling my subscription and",,
knocking this down to a 1.,want to cancel subscription,1
i would like to watch more thrillers.,good for watching movies and serials,0
fine nice worth downloading and becoming a member,good for streaming,0
zoom took #educator feedback to improve #chatrooms and enhance polls.,good for connecting to classes,0
best subscription for anyone!,want a free subscription,0
for a multi-billion dollar company like espn and their stupid parent company,,
they can not throw a few bucks to done worthwhile developers!!,unable to use app,0
it's 2022 why can't we change individual peoples volumes on zoom like you,,
can on @discord,want to connect with others through zoom,0
yeah this is definitely worth downloading,app is good and worth the price,0
i like the movies and the short wait time to load in,app is slow compared to other platforms,0
